"USERID","AGE","GENDER","AREA","JOB","INCOME","EDUCATION","FAMILY","INTEREST","DEVICE"
"e061f27c-9888-4ee1-bb96-8b790cc5391f","25-34","その他","滋賀県","フリーランス","300万円未満","専門学校卒","独身","スポーツ","スマホ中心"
"748d86b6-26c9-4c53-b632-b049006d09a4","35-44","男性","北海道","公務員","300-500万円","大学院卒","子供あり","ファッション","PC中心"
"1b9d26d3-9f81-432c-a538-6414cf806b08","45-54","女性","福井県","経営者","500-700万円","専門学校卒","既婚","投資","スマホ中心"
"f4f856af-8613-4b6e-88b0-7b26f34c2607","45-54","女性","埼玉県","無職","300-500万円","専門学校卒","子供あり","ファッション","PC中心"
"c3abb6d9-32af-4f1e-b083-e49af147ef54","25-34","男性","鳥取県","学生","1000万円以上","大学院卒","子供あり","料理","マルチデバイス"
"e23b9803-0518-48dc-93b5-a0e65141eb11","45-54","女性","北海道","フリーランス","700-1000万円","専門学校卒","既婚","料理","スマホ中心"
"2d4e1e06-a6d4-4bec-b6ea-296ad7a26d46","35-44","女性","岡山県","医師","700-1000万円","大卒","独身","読書","マルチデバイス"
"152d802e-571a-429c-bb0f-3427f79897e4","35-44","その他","岐阜県","デザイナー","1000万円以上","大学院卒","既婚","ペット","マルチデバイス"
"502c3934-5b5c-45d6-a130-c2e384cee5fe","65+","男性","山口県","無職","700-1000万円","大学院卒","子供あり","料理","PC中心"
"503a0e1b-ca5f-4dca-a2b1-16bc2c81630f","65+","その他","京都府","会社員","1000万円以上","大卒","既婚","写真撮影","PC中心"
"a884508c-08a9-407c-9719-976fac835048","65+","その他","徳島県","主婦","1000万円以上","高卒","既婚","ガーデニング","スマホ中心"
"e12bd3d9-907b-45dd-b1b2-5385b516481f","35-44","その他","静岡県","アーティスト","500-700万円","専門学校卒","独身","映画鑑賞","PC中心"
"d5d27e73-f29d-47f6-839b-b3f0638c6904","55-64","その他","宮城県","販売員","700-1000万円","専門学校卒","子供あり","プログラミング","マルチデバイス"
"94c70a1d-78b8-490f-a4d1-ec0e041d03e0","18-24","女性","栃木県","医師","700-1000万円","専門学校卒","独身","ゲーム","スマホ中心"
"a026851c-2331-4e6b-bd57-e0df05fb65bd","65+","女性","岩手県","販売員","1000万円以上","高卒","子供あり","ペット","PC中心"
"6b3298e3-dee1-42bf-913e-9d5ad4d2f680","55-64","女性","青森県","アーティスト","500-700万円","大卒","既婚","スポーツ","PC中心"
"9edf72a4-40ff-4d73-bb6c-c9f4bfa2c254","45-54","男性","京都府","研究者","300万円未満","大卒","子供あり","旅行","スマホ中心"
"4aee741a-85bd-4fe3-bba6-9258dd82a882","25-34","その他","京都府","弁護士","1000万円以上","大卒","既婚","投資","マルチデバイス"
"6df687ee-420f-41fd-913a-b326259d8f69","55-64","その他","奈良県","医師","500-700万円","高卒","子供あり","ファッション","PC中心"
"b0355ec4-edaa-4f33-81cc-d9c63643b984","55-64","男性","北海道","フリーランス","1000万円以上","専門学校卒","独身","読書","スマホ中心"
"33635045-5f96-42d4-8529-ab41aaf0d451","25-34","その他","島根県","無職","300-500万円","大学院卒","既婚","ゲーム","PC中心"
"9512e3fa-e646-4e66-b88e-f7580236803a","25-34","男性","福島県","主婦","1000万円以上","専門学校卒","既婚","写真撮影","PC中心"
"cafa67e3-052d-4a8f-99b0-72caba2efa77","35-44","その他","和歌山県","教師","500-700万円","高卒","独身","投資","スマホ中心"
"4cf2e64e-c295-437a-85d8-a6f09ba3c6e0","25-34","その他","京都府","医師","500-700万円","高卒","既婚","写真撮影","スマホ中心"
"76af8112-a54b-4443-9426-a3b30fb15ad3","45-54","その他","宮崎県","医師","300万円未満","大卒","子供あり","旅行","スマホ中心"
"7eb4ac98-414f-4d68-a8a3-b0178829fcef","55-64","その他","山梨県","販売員","500-700万円","大学院卒","既婚","ガーデニング","スマホ中心"
"df4ec689-1b4c-429a-a416-debf092a5b62","65+","その他","福岡県","医師","300万円未満","大学院卒","子供あり","音楽","PC中心"
"595a1b06-28fd-40dc-8d6e-e6f0c4d2d209","35-44","その他","三重県","経営者","1000万円以上","高卒","子供あり","アウトドア","スマホ中心"
"5bf73875-157e-466e-b554-b76784e190fb","45-54","女性","山形県","研究者","300万円未満","高卒","既婚","スポーツ","マルチデバイス"
"28527bc1-b024-464f-bf5a-1ef5188e979f","35-44","その他","福島県","研究者","300-500万円","大卒","子供あり","ペット","マルチデバイス"
"5dbb75c1-cb68-4822-9cda-bb43106f9b2c","45-54","その他","宮崎県","弁護士","1000万円以上","大卒","既婚","投資","スマホ中心"
"4cd95bae-3f4e-42cd-91be-d66bd529f17c","18-24","女性","埼玉県","アーティスト","700-1000万円","大卒","既婚","旅行","PC中心"
"007d6c61-f54b-40af-969e-8eb0950bb809","65+","男性","大分県","会社員","300万円未満","大卒","子供あり","アウトドア","PC中心"
"565d193e-3c55-4632-9b76-b379fd7dcdb8","65+","男性","富山県","無職","300-500万円","専門学校卒","既婚","プログラミング","マルチデバイス"
"fde01b5b-30eb-4665-9895-52623a039481","35-44","女性","高知県","学生","300万円未満","大学院卒","既婚","映画鑑賞","PC中心"
"3e9f0971-43ae-4862-8e0a-f13570b64497","35-44","女性","青森県","経営者","500-700万円","高卒","子供あり","スポーツ","PC中心"
"31ac3e08-6465-45a5-9885-ee43fd89be6e","45-54","その他","滋賀県","研究者","300万円未満","専門学校卒","子供あり","料理","スマホ中心"
"eeed36e1-0558-4b82-8214-0fa551aa2986","18-24","その他","長崎県","医師","300-500万円","専門学校卒","独身","アウトドア","スマホ中心"
"71b7cb8e-83b9-469b-a20a-672f36dc65d4","25-34","男性","愛媛県","研究者","300-500万円","大卒","独身","テクノロジー","マルチデバイス"
"6e84c99e-5872-41ae-bdec-dfe0c8090324","45-54","男性","大分県","主婦","300万円未満","大学院卒","子供あり","テクノロジー","マルチデバイス"
"23e4b07c-3033-43be-8552-55c2e3838d5c","25-34","女性","福岡県","販売員","300万円未満","大学院卒","子供あり","投資","PC中心"
"6df63de7-8f8f-40de-8b35-5f2688e3bbea","18-24","男性","島根県","医師","300万円未満","大学院卒","既婚","ガーデニング","スマホ中心"
"f7c7b220-6400-4bc3-8ad5-17ed0199ef65","25-34","男性","島根県","会社員","300万円未満","高卒","既婚","ガーデニング","PC中心"
"4e2f4243-51a8-4b5c-876b-4114d29362c9","45-54","男性","三重県","会社員","1000万円以上","専門学校卒","子供あり","ゲーム","スマホ中心"
"9751d822-5acf-46c2-9f40-5556a868d0d6","45-54","男性","大分県","会社員","1000万円以上","高卒","既婚","ペット","PC中心"
"c8f6d716-f654-48ce-bebb-e81f8ff689ad","18-24","女性","京都府","会社員","1000万円以上","大卒","独身","ペット","スマホ中心"
"c32651b6-6164-492e-9a9f-fd3cc408636d","65+","女性","高知県","販売員","300-500万円","大学院卒","独身","音楽","マルチデバイス"
"76ea4c9b-4ff9-4a29-b235-073f59dcec85","18-24","その他","兵庫県","公務員","700-1000万円","専門学校卒","既婚","音楽","マルチデバイス"
"900a19a1-78e5-4491-97dc-b2b0895dca6b","65+","男性","滋賀県","フリーランス","300-500万円","大卒","子供あり","ファッション","マルチデバイス"
"5f145218-6162-4463-ad31-75dcac1cf593","55-64","その他","佐賀県","販売員","300万円未満","大学院卒","独身","スポーツ","スマホ中心"
"5959fed1-86e9-4fef-a86d-8011b3300940","45-54","女性","青森県","販売員","700-1000万円","専門学校卒","独身","ペット","マルチデバイス"
"94ae591c-d969-4999-954e-76c2264ad629","65+","女性","宮城県","教師","300-500万円","高卒","子供あり","アウトドア","マルチデバイス"
"c5554d57-6d2c-4e14-b42e-04e66a255952","35-44","その他","高知県","経営者","300万円未満","高卒","独身","旅行","スマホ中心"
"d62520c5-cf21-40a3-82e5-eff58449f81c","55-64","その他","神奈川県","弁護士","300万円未満","専門学校卒","独身","旅行","スマホ中心"
"1d0233be-3e23-485a-a21a-92fd334494b0","65+","その他","秋田県","教師","300-500万円","高卒","子供あり","写真撮影","スマホ中心"
"b07b162a-b800-4833-8fda-7c0ecbf5a6de","25-34","その他","兵庫県","フリーランス","700-1000万円","大学院卒","独身","音楽","PC中心"
"e014677a-4d8a-4998-9b1b-ef43e54031ef","45-54","その他","三重県","販売員","500-700万円","大学院卒","独身","スポーツ","PC中心"
"8c6b35d2-ecb6-4d61-ae2e-a427b3499a4f","65+","その他","和歌山県","公務員","300-500万円","高卒","子供あり","音楽","マルチデバイス"
"68cc4e3e-c6fb-4422-94e7-58440b834f6b","18-24","その他","京都府","主婦","500-700万円","大卒","子供あり","音楽","PC中心"
"0b2934be-2884-46e0-b6a2-e99dd3b18917","45-54","男性","三重県","経営者","700-1000万円","大卒","既婚","スポーツ","PC中心"
"b1a8016d-632a-4780-bffd-857467e9a7c1","25-34","その他","兵庫県","経営者","1000万円以上","大卒","既婚","ペット","マルチデバイス"
"9e6bde50-f1b7-4c6a-94c3-6ac675434e56","65+","男性","三重県","販売員","700-1000万円","専門学校卒","独身","読書","PC中心"
"6695586b-90b0-4d03-aadf-56bfc07825f6","18-24","女性","宮崎県","経営者","300-500万円","大学院卒","既婚","料理","スマホ中心"
"c7eadcb9-ae82-452a-9a84-1da8e411e06c","25-34","女性","兵庫県","公務員","700-1000万円","高卒","子供あり","ガーデニング","マルチデバイス"
"ebce9bdc-b241-4cb7-a68a-4342edbc1421","65+","その他","新潟県","フリーランス","700-1000万円","高卒","独身","料理","マルチデバイス"
"4a278ea8-74b9-4386-ae0b-fd2c35357a62","45-54","男性","奈良県","無職","300-500万円","大学院卒","既婚","旅行","マルチデバイス"
"01885ef1-b449-4724-b75b-08c7ce753fb1","55-64","女性","福岡県","教師","1000万円以上","大卒","子供あり","写真撮影","スマホ中心"
"2e536a4f-2171-48d6-97b5-2f602253ec51","35-44","女性","山形県","フリーランス","300万円未満","高卒","既婚","読書","マルチデバイス"
"57d4d4a4-0ca0-4ae0-b2cd-77eedbff307f","65+","女性","東京都","弁護士","1000万円以上","大学院卒","既婚","写真撮影","PC中心"
"ae0d71b1-2548-4d7b-b823-118a5dd87b60","65+","男性","東京都","教師","300-500万円","大卒","既婚","スポーツ","マルチデバイス"
"e7ad31be-2b6f-42b5-a73e-6bedcb0934e7","18-24","女性","岩手県","教師","300-500万円","専門学校卒","既婚","料理","マルチデバイス"
"f652b951-0a3c-476b-bf81-97e1295c3f00","55-64","男性","大分県","無職","700-1000万円","専門学校卒","子供あり","アウトドア","スマホ中心"
"afd535df-5ed3-4106-aa7d-8458fe4d8344","18-24","男性","宮城県","教師","300-500万円","高卒","子供あり","ファッション","PC中心"
"7374a5bf-42dc-4b4a-84b9-97f77bce9889","55-64","男性","大阪府","学生","300-500万円","専門学校卒","子供あり","読書","PC中心"
"f6c67d52-b433-455b-a9e6-c13148bb27a2","55-64","男性","三重県","公務員","700-1000万円","大学院卒","子供あり","ペット","PC中心"
"e06604a1-23ef-4601-9b23-4705123e9b45","18-24","男性","三重県","公務員","300-500万円","大卒","既婚","映画鑑賞","スマホ中心"
"30bfeab5-7add-4e17-9fad-10e0c9cca1b4","45-54","男性","広島県","弁護士","500-700万円","高卒","子供あり","映画鑑賞","PC中心"
"12cecd11-193e-4c11-b155-fe63ec890e65","65+","その他","山形県","学生","300-500万円","専門学校卒","子供あり","ガーデニング","PC中心"
"a83f1a68-cfc8-4a65-a8fa-472bbfb9bd9a","55-64","その他","群馬県","公務員","1000万円以上","専門学校卒","子供あり","プログラミング","マルチデバイス"
"99531f7f-62b6-44ef-bacc-54509df3b47e","55-64","女性","滋賀県","無職","500-700万円","専門学校卒","独身","旅行","マルチデバイス"
"ceac6eab-6130-4877-a33f-3cdcf973a086","25-34","女性","佐賀県","販売員","500-700万円","大卒","独身","映画鑑賞","マルチデバイス"
"73e6b3a8-5a4e-418e-a1d7-0c2ab453f0ae","65+","女性","宮崎県","弁護士","500-700万円","専門学校卒","既婚","ゲーム","スマホ中心"
"b74aa0de-9202-4031-b273-0356960efad9","65+","その他","沖縄県","教師","300万円未満","大学院卒","独身","投資","マルチデバイス"
"3dd9bdb6-ec86-4d4e-bda1-71cdd0069da2","35-44","女性","長野県","フリーランス","500-700万円","専門学校卒","子供あり","ファッション","スマホ中心"
"3e73f9fa-e3dd-4b0a-9928-9ae7ac689890","45-54","男性","鹿児島県","エンジニア","1000万円以上","高卒","既婚","料理","マルチデバイス"
"2aca3de4-9d47-444e-bc0f-688341207e28","55-64","その他","愛媛県","会社員","700-1000万円","高卒","子供あり","スポーツ","PC中心"
"90eb61e1-26ad-4de4-b4bc-5f6e623cc238","25-34","女性","宮城県","会社員","700-1000万円","専門学校卒","子供あり","旅行","スマホ中心"
"cb5f42a8-34ea-47a3-bfbc-a75e4158938c","18-24","男性","埼玉県","教師","700-1000万円","大学院卒","既婚","ゲーム","スマホ中心"
"6fec1e19-94f3-4012-b7a0-4ac9554e894d","35-44","男性","青森県","デザイナー","500-700万円","大学院卒","既婚","料理","PC中心"
"5c459b1e-ed8e-4f19-8657-777f2636072a","65+","男性","埼玉県","無職","300万円未満","大卒","既婚","テクノロジー","PC中心"
"30ed6758-0cde-48ea-92e1-64a242356ece","65+","その他","大阪府","販売員","500-700万円","専門学校卒","既婚","テクノロジー","マルチデバイス"
"14ed42fd-fe01-43e9-8463-a9c702c7221d","18-24","男性","愛知県","公務員","300万円未満","専門学校卒","子供あり","ゲーム","スマホ中心"
"673d25e1-9a57-49d6-9703-62dbf3bf5e73","35-44","男性","和歌山県","デザイナー","1000万円以上","専門学校卒","独身","ゲーム","マルチデバイス"
"ffe843b6-b73c-4ab1-8c5e-08936f70a83a","55-64","その他","鹿児島県","エンジニア","700-1000万円","大学院卒","既婚","プログラミング","スマホ中心"
"07b131cc-932c-459b-877c-0f23bb8a1fa2","45-54","その他","岩手県","研究者","1000万円以上","高卒","子供あり","料理","マルチデバイス"
"afaddfa7-b438-4c3f-b35a-8ebf820992f1","45-54","女性","大分県","無職","700-1000万円","高卒","子供あり","投資","スマホ中心"
"c331de52-3700-47e6-8cd5-be03bf31aa19","55-64","女性","宮崎県","教師","700-1000万円","高卒","独身","旅行","PC中心"
"3399eb9e-df78-4d80-8be8-ec64fdb39f25","45-54","男性","兵庫県","デザイナー","700-1000万円","高卒","独身","写真撮影","PC中心"
"9c4031a7-8f66-4101-94e1-a6f4d58a2e29","65+","女性","島根県","アーティスト","300万円未満","大学院卒","既婚","音楽","マルチデバイス"
"79688812-2069-4c47-be44-1a84555123b9","65+","その他","佐賀県","公務員","300万円未満","高卒","独身","投資","マルチデバイス"
"3e1e6d5e-148a-4fd1-8c7f-0f6f718fde18","25-34","その他","岡山県","無職","1000万円以上","高卒","子供あり","ゲーム","マルチデバイス"
"31ce4617-ede6-41fa-a528-871763b5e0f0","35-44","女性","長野県","フリーランス","300-500万円","大卒","独身","投資","PC中心"
"f8b84b22-9cc4-4ea7-9f6f-fb5e59d6a864","45-54","その他","三重県","医師","300-500万円","専門学校卒","子供あり","プログラミング","PC中心"
"8fbe5b94-06cd-4a00-80e3-1be7605d8139","25-34","その他","長野県","主婦","300万円未満","大学院卒","子供あり","投資","スマホ中心"
"11a83f11-7f54-4bed-ac65-e50b6dbb47e2","35-44","男性","三重県","研究者","300万円未満","高卒","子供あり","ガーデニング","スマホ中心"
"abe9de79-3be0-4d9e-b78f-734754adcccd","55-64","男性","島根県","研究者","700-1000万円","大学院卒","子供あり","ファッション","マルチデバイス"
"bbc70550-7e5f-45d6-86a1-d34831c5637c","18-24","女性","埼玉県","公務員","300万円未満","大学院卒","独身","音楽","PC中心"
"16cac213-9890-4aaf-9d23-f4cef4c92826","45-54","男性","栃木県","アーティスト","300-500万円","大卒","独身","ファッション","スマホ中心"
"839f80e8-3689-451e-a162-69f4f654ec60","18-24","女性","鳥取県","医師","1000万円以上","専門学校卒","既婚","プログラミング","PC中心"
"209ebde9-85f2-4a28-aceb-9296eb6b75d4","18-24","女性","愛知県","会社員","300-500万円","専門学校卒","独身","料理","スマホ中心"
"a03646d3-85d5-4719-ad62-9c63f121a7cb","18-24","その他","広島県","経営者","500-700万円","大卒","独身","ガーデニング","スマホ中心"
"7407dbc1-39a6-48b4-bfe5-035c474663cd","18-24","男性","富山県","デザイナー","700-1000万円","専門学校卒","既婚","プログラミング","PC中心"
"2303d4d5-fb2e-44d7-a10f-aeaa79782cbe","25-34","女性","島根県","主婦","500-700万円","大学院卒","既婚","ゲーム","スマホ中心"
"885b964e-b57e-4132-9eaa-174c19f36c78","45-54","女性","千葉県","販売員","300万円未満","専門学校卒","独身","映画鑑賞","PC中心"
"14165c88-7b37-43c4-9533-1d4f3e73fc0f","25-34","その他","東京都","学生","1000万円以上","大卒","既婚","旅行","マルチデバイス"
"9940fbf5-2809-4740-a3db-e9eda17d1d23","18-24","その他","愛知県","教師","300万円未満","大学院卒","既婚","ゲーム","PC中心"
"7dabfa80-2b61-4fab-a077-f8c3034a62cc","18-24","男性","長崎県","医師","1000万円以上","高卒","独身","写真撮影","PC中心"
"a5f44e34-d36c-4638-ac76-051263ea3750","55-64","その他","山梨県","医師","1000万円以上","専門学校卒","既婚","テクノロジー","スマホ中心"
"255f5fcc-be55-48b9-b6c3-af9755737652","55-64","女性","宮崎県","医師","500-700万円","専門学校卒","子供あり","ガーデニング","PC中心"
"e196659c-0b55-48fa-b16e-0caaf7ffeeea","35-44","男性","北海道","販売員","300-500万円","高卒","既婚","ファッション","スマホ中心"
"0a017c41-552e-4aeb-9355-3b2fa873dcdb","25-34","その他","愛知県","学生","1000万円以上","専門学校卒","独身","旅行","スマホ中心"
"d304ebf3-ef65-434f-b9e3-c0e88649b73d","55-64","男性","鳥取県","主婦","700-1000万円","専門学校卒","独身","テクノロジー","マルチデバイス"
"fad1518a-dcec-4436-8912-9f86cc029f19","25-34","女性","奈良県","主婦","700-1000万円","高卒","既婚","投資","マルチデバイス"
"87a22113-8572-434a-bb18-83aef688ecd4","55-64","男性","栃木県","無職","300万円未満","大卒","独身","ペット","スマホ中心"
"96ca469f-8b5b-4a0d-bc08-d1573f504be2","35-44","男性","佐賀県","弁護士","500-700万円","専門学校卒","子供あり","料理","PC中心"
"77139c3c-fb5b-429e-af3e-27d0752385d8","35-44","女性","秋田県","医師","500-700万円","専門学校卒","独身","ガーデニング","スマホ中心"
"c87a7d22-9141-46b0-9ff6-8ff200fd1a43","18-24","男性","神奈川県","フリーランス","300-500万円","大卒","既婚","読書","マルチデバイス"
"02043799-7f10-455a-baed-fae73fc8020c","45-54","女性","鳥取県","エンジニア","500-700万円","大卒","独身","ガーデニング","PC中心"
"2f595283-d6fb-47f1-99b6-4ad118f41642","35-44","女性","東京都","医師","500-700万円","専門学校卒","既婚","投資","スマホ中心"
"33b9fe5a-4f2d-47af-89ea-95c8746890d8","25-34","その他","沖縄県","弁護士","300万円未満","大学院卒","既婚","プログラミング","マルチデバイス"
"81f65097-2716-4a9b-b673-e721c1677f1f","65+","男性","熊本県","教師","700-1000万円","専門学校卒","子供あり","テクノロジー","スマホ中心"
"1218eb56-a10e-4e0d-93af-742893d7e7a6","55-64","女性","奈良県","公務員","300万円未満","専門学校卒","子供あり","アウトドア","スマホ中心"
"b615b6da-2ad6-4c37-872a-e5c5bb7baf7b","35-44","男性","香川県","経営者","1000万円以上","専門学校卒","子供あり","スポーツ","スマホ中心"
"26a23dee-5bf3-4e55-b9d8-ca524ce09c46","65+","男性","福岡県","弁護士","300万円未満","高卒","子供あり","音楽","スマホ中心"
"f7ca3a0c-b45c-4193-bc3f-7e0ab42b2380","18-24","女性","福岡県","学生","300-500万円","高卒","子供あり","アウトドア","PC中心"
"430c8b73-1022-4dea-a16d-5c50af0bd0b6","18-24","男性","徳島県","弁護士","300万円未満","大学院卒","既婚","旅行","マルチデバイス"
"35062c96-0fa5-439f-a239-30e7e800070b","65+","その他","栃木県","教師","1000万円以上","高卒","既婚","料理","マルチデバイス"
"4611df53-bda2-4f87-8f6f-82c6004d221c","35-44","男性","北海道","アーティスト","1000万円以上","高卒","既婚","テクノロジー","マルチデバイス"
"3aedfa72-eb97-4921-817f-42fba47bf42d","18-24","女性","東京都","研究者","300万円未満","大卒","既婚","ファッション","PC中心"
"13a0055b-5c72-4c4f-91c0-07a5e8702b7d","25-34","男性","奈良県","弁護士","700-1000万円","高卒","子供あり","写真撮影","マルチデバイス"
"b78520bc-193e-49d9-8b1c-92698b82e3ee","45-54","女性","佐賀県","無職","700-1000万円","大卒","既婚","映画鑑賞","マルチデバイス"
"9f0ee1a6-ea9a-4af2-a9da-da8a5a13d790","18-24","男性","広島県","医師","1000万円以上","専門学校卒","既婚","投資","マルチデバイス"
"b10a83f7-3716-4a18-813a-d4268aeac772","45-54","男性","宮城県","販売員","700-1000万円","大卒","子供あり","投資","スマホ中心"
"d6bc8326-b930-4b54-9cab-9a1785929a6f","18-24","男性","三重県","学生","300-500万円","大卒","子供あり","ファッション","PC中心"
"f53efe7c-45b9-433e-af67-a836f7377cfa","45-54","その他","長崎県","無職","300万円未満","高卒","子供あり","ゲーム","マルチデバイス"
"d34bca05-707f-4e81-a002-0de2ad4497f1","45-54","女性","北海道","無職","700-1000万円","高卒","既婚","ファッション","PC中心"
"c2948e9d-34d3-4a30-ae8a-c04362638772","18-24","男性","鹿児島県","学生","300万円未満","大学院卒","既婚","ファッション","PC中心"
"1fba2f0e-01f3-4084-ab78-a1a545d96e27","45-54","男性","東京都","主婦","1000万円以上","大学院卒","既婚","プログラミング","PC中心"
"cfdfdbb9-a9c6-4fc3-861d-95e264cd6dbd","65+","男性","福井県","公務員","1000万円以上","専門学校卒","子供あり","映画鑑賞","PC中心"
"c8093706-58f7-4d30-8c0d-c6b75d2687da","55-64","男性","滋賀県","会社員","1000万円以上","大卒","独身","映画鑑賞","マルチデバイス"
"4ecf7584-02af-48e7-9563-4ea025848fd8","45-54","男性","島根県","無職","1000万円以上","大卒","既婚","テクノロジー","マルチデバイス"
"559a38a2-933a-4c47-b63c-b7d7b2dd189e","35-44","女性","山梨県","主婦","300万円未満","高卒","既婚","投資","マルチデバイス"
"43b71de4-762d-4cc6-9f64-0bc7d341239f","18-24","男性","鳥取県","学生","500-700万円","専門学校卒","子供あり","ゲーム","PC中心"
"ab0d67bd-8f9c-4908-9cd2-badf46a9cfee","65+","女性","山口県","研究者","500-700万円","大卒","子供あり","旅行","マルチデバイス"
"eaaf908a-556d-449d-bdc3-2faa04d659d9","18-24","その他","岡山県","デザイナー","1000万円以上","高卒","既婚","ペット","PC中心"
"bebd3c62-fdaa-4cdf-ad47-c21588242a5f","35-44","その他","大阪府","無職","300-500万円","大学院卒","子供あり","写真撮影","PC中心"
"21eafb35-d05b-4682-8b3b-0e956aa89fc4","35-44","男性","鹿児島県","研究者","700-1000万円","大学院卒","独身","ペット","PC中心"
"6441d314-047f-47cb-867d-7cd2644707f1","18-24","男性","新潟県","公務員","300-500万円","高卒","既婚","映画鑑賞","マルチデバイス"
"f2dd0c5d-bb30-43bf-8d43-a4de1ab69336","65+","その他","島根県","エンジニア","700-1000万円","大卒","子供あり","旅行","PC中心"
"e36aab66-f85f-495e-a77a-7aeb9ae8e840","65+","女性","広島県","エンジニア","700-1000万円","専門学校卒","子供あり","ゲーム","スマホ中心"
"834d5747-8879-4098-9237-00d16c9eb6af","45-54","その他","奈良県","アーティスト","1000万円以上","専門学校卒","既婚","ゲーム","PC中心"
"e9f23c1f-2acc-4004-a19d-e1a2dddaaee9","65+","その他","香川県","アーティスト","300万円未満","大卒","既婚","スポーツ","PC中心"
"4c2006a0-280d-4437-bde4-0af8591e4c19","45-54","男性","秋田県","弁護士","700-1000万円","大卒","独身","料理","スマホ中心"
"564f8bbb-4672-4f6d-9c46-9e635ee7b268","35-44","男性","京都府","主婦","500-700万円","大学院卒","既婚","料理","PC中心"
"a2241de1-806b-4b94-98c2-abd88843179b","45-54","女性","香川県","主婦","300万円未満","高卒","子供あり","映画鑑賞","PC中心"
"ff8ed535-2588-4e82-bfd0-7fbf9f69ebd5","65+","男性","大分県","主婦","300万円未満","高卒","子供あり","投資","PC中心"
"92ff4bcf-37b6-42cb-8a9b-78426508527b","35-44","女性","新潟県","研究者","700-1000万円","大学院卒","既婚","投資","マルチデバイス"
"ca8bae1d-fc12-4efb-9ffb-69b767ce8228","55-64","女性","熊本県","アーティスト","1000万円以上","大学院卒","既婚","音楽","マルチデバイス"
"e68e40f8-9b83-43e0-bbc5-1d501ad620a0","18-24","女性","秋田県","エンジニア","1000万円以上","専門学校卒","既婚","ゲーム","マルチデバイス"
"47316704-9af4-4599-b246-f8dd832b89c8","18-24","女性","石川県","公務員","300-500万円","大卒","子供あり","アウトドア","マルチデバイス"
"c945be20-c1c7-4d1d-86b4-e5b1c7d2a0be","18-24","その他","福岡県","無職","1000万円以上","大学院卒","独身","プログラミング","PC中心"
"4784c36a-258d-41f8-8168-471145e97aa8","45-54","男性","茨城県","経営者","1000万円以上","大学院卒","子供あり","テクノロジー","PC中心"
"ad54f858-9da8-4248-ba20-589d058d0adb","45-54","その他","大阪府","会社員","1000万円以上","高卒","既婚","プログラミング","PC中心"
"ac962c39-0c72-4743-b16f-89f392167c85","18-24","女性","茨城県","アーティスト","300-500万円","専門学校卒","子供あり","ガーデニング","マルチデバイス"
"a6211478-451e-4a05-9457-ceb666c97251","45-54","女性","大分県","公務員","1000万円以上","専門学校卒","子供あり","読書","PC中心"
"27f08250-72e6-4782-9adf-fd402239729e","25-34","その他","熊本県","アーティスト","300万円未満","大卒","既婚","ゲーム","PC中心"
"bbcae7bb-7245-4141-bfdc-06b2c5918c80","35-44","その他","高知県","教師","1000万円以上","高卒","既婚","写真撮影","PC中心"
"8e602581-ec07-4042-bf33-dbac3b377dcb","18-24","男性","福島県","エンジニア","1000万円以上","大卒","独身","投資","PC中心"
"4fe3f6d3-2859-4a53-8614-e4eff7ff5dd1","18-24","女性","愛媛県","教師","300万円未満","高卒","既婚","ファッション","PC中心"
"53b38c1c-7814-4e08-b0e9-b24f5f92507e","25-34","その他","青森県","医師","1000万円以上","専門学校卒","既婚","ガーデニング","スマホ中心"
"80438b3d-10fa-428d-93ba-cf5e3ae1751f","65+","男性","沖縄県","フリーランス","300-500万円","大卒","既婚","スポーツ","マルチデバイス"
"ca091965-e0d1-4689-8396-674986369f28","25-34","男性","山口県","エンジニア","500-700万円","大卒","既婚","写真撮影","マルチデバイス"
"072dc877-9d7a-4050-8aa0-995f461cd0fe","65+","男性","長野県","主婦","700-1000万円","専門学校卒","独身","ファッション","スマホ中心"
"e52fe047-dcbb-464f-abad-a000393ba5b9","45-54","男性","神奈川県","公務員","1000万円以上","専門学校卒","子供あり","読書","マルチデバイス"
"dab4e08d-c79d-4c60-8715-ffadf9f06183","18-24","女性","山形県","公務員","1000万円以上","高卒","既婚","旅行","スマホ中心"
"71ca162f-b8bd-497a-b4fd-781a8ffac16b","45-54","女性","岐阜県","教師","300万円未満","高卒","既婚","料理","マルチデバイス"
"575ab0ef-8e1d-44c4-9966-8f7e45b606b4","65+","その他","新潟県","弁護士","1000万円以上","大学院卒","既婚","写真撮影","マルチデバイス"
"d93a5c88-f4d2-40a7-b4a4-f7ea7c165576","35-44","その他","鳥取県","デザイナー","500-700万円","専門学校卒","子供あり","プログラミング","スマホ中心"
"97abd1e9-2385-4228-bf82-fce00d08c39e","18-24","その他","新潟県","経営者","500-700万円","大卒","既婚","テクノロジー","スマホ中心"
"5dc342e3-0dcb-419e-8dc5-d390ff8f278c","65+","その他","岩手県","医師","700-1000万円","大学院卒","既婚","旅行","マルチデバイス"
"033b0675-cf27-4f78-901a-3f52166cef0d","25-34","男性","高知県","アーティスト","500-700万円","専門学校卒","独身","ガーデニング","スマホ中心"
"de35e9d8-e6a3-4eee-8663-3024464f23ad","35-44","女性","熊本県","販売員","700-1000万円","大学院卒","子供あり","旅行","スマホ中心"
